0,0,0,0,0
0.0003,0,0,0.0293,2.7778
0.0011,0,0,0.0769,4.9292
0.0023,0,0,0.1256,4.9513
0.0041,0,0,0.1753,4.9495
0.0063,0,0,0.2254,5.0109
0.0091,0,0,0.2753,5.006
0.0123,0,0,0.3252,5.0039
0.0161,0,0,0.3751,4.9838
0.0203,0,0,0.4252,5.0068
0.0251,0,0,0.4751,5.0053
0.0303,0,0,0.5251,4.9905
0.0361,0,0,0.5751,5.0063
0.0423,0,0,0.6251,4.9936
0.0491,0,0,0.6751,5.0065
0.0563,0,0,0.725,4.9956
0.0641,0,0,0.7751,4.997
0.0723,0,0,0.8251,5.0071
0.0811,0,0,0.8751,4.998
0.0903,0,0,0.9251,4.9989
0.1001,0,0,0.9751,4.9997
0.1103,0,0,1.0251,5.0003
0.1211,0,0,1.0751,5.0008
0.1323,0,0,1.125,5.0013
0.1441,0,0,1.1751,4.9954
0.1563,0,0,1.2251,5.0026
0.1691,0,0,1.275,5.0028
0.1823,0,0,1.325,4.9975
0.1961,0,0,1.375,4.9983
0.2103,0,0,1.4251,4.999
0.2251,0,0,1.4751,5.0046
0.2403,0,0,1.5251,4.9951
0.2561,0,0,1.5751,5.0053
0.2723,0,0,1.625,4.9963
0.2891,0,0,1.675,5.0015
0.3063,0,0,1.7251,4.9976
0.3241,0,0,1.7751,5.0023
0.3423,0,0,1.825,5.0026
0.3611,0,0,1.875,4.9951
0.3803,0,0,1.925,5.0033
0.4001,0,0,1.975,4.9962
0.4203,0,0,2.025,5.0039
0.4411,0,0,2.075,4.9971
0.4623,0,0,2.125,5.001
0.4841,0,0,2.175,5.0012
0.5063,0,0,2.225,4.9982
0.5291,0,0,2.275,5.0016
0.5523,0,0,2.325,4.9987
0.5761,0,0,2.375,5.0019
0.6003,0,0,2.425,4.9991
0.6251,0,0,2.475,4.9992
0.6501,0,0,2.5,2.4965
0.6751,0,0,2.5,0
0.7001,0,0,2.5,0
0.7251,0,0,2.5,0
0.7501,0,0,2.5,0
0.7751,0,0,2.5,0
0.8001,0,0,2.5,0
0.8251,0,0,2.5,0
0.8501,0,0,2.5,0
0.8751,0,0,2.5,0
0.9001,0,0,2.5,0
0.9251,0,0,2.5,0
0.9501,0,0,2.5,0
0.9751,0,0,2.5,0
1.0001,0,0,2.5,0
1.0251,0,0,2.5,0
1.0501,0,0,2.5,0
1.0751,0,0,2.5,0
1.1001,0,0,2.5,0
1.1251,0,0,2.5,0
1.1501,0,0,2.5,0
1.1751,0,0,2.5,0
1.2001,0,0,2.5,0
1.2251,0,0,2.5,0
1.2501,0,0,2.5,0
1.2751,0,0,2.5,0
1.3001,0,0,2.5,0
1.3251,0,0,2.5,0
1.3501,0,0,2.5,0
1.3751,0,0,2.5,0
1.4001,0,0,2.5,0
1.4251,0,0,2.5,0
1.4501,0,0,2.5,0
1.4751,0,0,2.5,0
1.5001,0,0,2.5,0
1.5251,0,0,2.5,0
1.5501,0,0,2.5,0
1.5751,0,0,2.5,0
1.6001,0,0,2.5,0
1.6251,0,0,2.5,0
1.6501,0,0,2.5,0
1.6751,0,0,2.5,0
1.7001,0,0,2.5,0
1.7251,0,0,2.5,0
1.7501,0,0,2.5,0
1.7751,0,0,2.5,0
1.8001,0,0,2.5,0
1.8251,0,0,2.5,0
1.8501,0,0,2.5,0
1.8751,0,0,2.5,0
1.9001,0,0,2.5,0
1.9251,0,0,2.5,0
1.9501,0,0,2.5,0
1.9751,0,0,2.5,0
2.0001,0,0,2.5,0
2.0251,0,0,2.5,0
2.0501,0,0,2.5,0
2.0751,0,0,2.5,0
2.1001,0,0,2.5,0
2.1251,0,0,2.5,0
2.1501,0,0,2.5,0
2.1751,0,0,2.5,0
2.2001,0,0,2.5,0
2.2251,0,0,2.5,0
2.2501,0,0,2.5,0
2.2751,0,0,2.5,0
2.3001,0,0,2.5,0
2.3251,0,0,2.5,0
2.3501,0,0,2.5,0
2.3751,0,0,2.5,0
2.3998,0,0,2.4748,-2.5252
2.4241,0,0,2.4248,-4.9997
2.4478,0,0,2.3748,-5.0005
2.4711,0,0,2.3248,-4.9977
2.4938,0,0,2.2748,-5.002
2.5161,0,0,2.2248,-4.9992
2.5378,0,0,2.1748,-4.9999
2.5591,0,0,2.1248,-5.0007
2.5798,0,0,2.0748,-4.9975
2.6001,0,0,2.0248,-5.0023
2.6198,0,0,1.9748,-4.999
2.639,0,0,1.9248,-5.0043
2.6578,0,0,1.8748,-4.9962
2.676,0,0,1.8248,-5.0015
2.6938,0,0,1.7748,-4.9975
2.711,0,0,1.7248,-5.0032
2.7278,0,0,1.6748,-4.9939
2.7441,0,0,1.6247,-5.005
2.7598,0,0,1.5747,-5.0007
2.775,0,0,1.5248,-5.0017
2.7898,0,0,1.4748,-4.9966
2.8041,0,0,1.4247,-4.9971
2.8178,0,0,1.3747,-5.0042
2.831,0,0,1.3248,-5.0056
2.8438,0,0,1.2748,-4.9929
2.856,0,0,1.2248,-5.0003
2.8678,0,0,1.1748,-5.0012
2.879,0,0,1.1248,-5.0022
2.8898,0,0,1.0748,-4.9948
2.9,0,0,1.0247,-5.0039
2.9098,0,0,0.9747,-4.9959
2.919,0,0,0.9247,-5.0062
2.9278,0,0,0.8747,-4.9975
2.936,0,0,0.8247,-4.9979
2.9438,0,0,0.7746,-4.9983
2.951,0,0,0.7247,-5.012
2.9578,0,0,0.6747,-4.9875
2.964,0,0,0.6246,-5.0004
2.9698,0,0,0.5745,-5.0015
2.975,0,0,0.5245,-5.0029
2.9797,0,0,0.4746,-5.0047
2.984,0,0,0.4245,-4.9845
2.9877,0,0,0.3746,-5.0316
2.991,0,0,0.3245,-4.9563
2.9937,0,0,0.2745,-5.0413
2.996,0,0,0.2246,-4.9806
2.9977,0,0,0.1742,-4.9628
2.999,0,0,0.1234,-4.9989
2.9997,0,0,0.0725,-4.9972
